GEO_ID,NAME,Total,TotalDifficulty
1400000US25009264100,"Census Tract 2641, Essex County, Massachusetts",6440,438
1400000US25009265101,"Census Tract 2651.01, Essex County, Massachusetts",3515,267
1400000US25009265102,"Census Tract 2651.02, Essex County, Massachusetts",4751,285
1400000US25009266100,"Census Tract 2661, Essex County, Massachusetts",4126,312
1400000US25009266200,"Census Tract 2662, Essex County, Massachusetts",5164,567
1400000US25009266300,"Census Tract 2663, Essex County, Massachusetts",3533,224
1400000US25009266400,"Census Tract 2664, Essex County, Massachusetts",3622,412
1400000US25009267101,"Census Tract 2671.01, Essex County, Massachusetts",3661,246
1400000US25009267102,"Census Tract 2671.02, Essex County, Massachusetts",5217,304
1400000US25009268100,"Census Tract 2681, Essex County, Massachusetts",2706,155
1400000US25009268200,"Census Tract 2682, Essex County, Massachusetts",6307,223
1400000US25009268300,"Census Tract 2683, Essex County, Massachusetts",4021,398
1400000US25009268400,"Census Tract 2684, Essex County, Massachusetts",4164,289
1400000US25009269100,"Census Tract 2691, Essex County, Massachusetts",6871,526
1400000US25009270100,"Census Tract 2701, Essex County, Massachusetts",5981,533
1400000US25009990100,"Census Tract 9901, Essex County, Massachusetts",0,0
1400000US25011040100,"Census Tract 401, Franklin County, Massachusetts",4273,374
1400000US25011040200,"Census Tract 402, Franklin County, Massachusetts",4184,434
1400000US25011040300,"Census Tract 403, Franklin County, Massachusetts",2835,231
1400000US25011040400,"Census Tract 404, Franklin County, Massachusetts",3251,181
1400000US25011040501,"Census Tract 405.01, Franklin County, Massachusetts",3681,295
1400000US25011040502,"Census Tract 405.02, Franklin County, Massachusetts",3549,309
1400000US25011040600,"Census Tract 406, Franklin County, Massachusetts",4545,219
1400000US25011040701,"Census Tract 407.01, Franklin County, Massachusetts",3618,326
1400000US25011040702,"Census Tract 407.02, Franklin County, Massachusetts",4272,593
1400000US25011040800,"Census Tract 408, Franklin County, Massachusetts",5011,328
1400000US25011040900,"Census Tract 409, Franklin County, Massachusetts",4872,312
1400000US25011041000,"Census Tract 410, Franklin County, Massachusetts",2753,66
1400000US25011041100,"Census Tract 411, Franklin County, Massachusetts",3544,257
1400000US25011041200,"Census Tract 412, Franklin County, Massachusetts",2998,151
1400000US25011041300,"Census Tract 413, Franklin County, Massachusetts",4445,117
1400000US25011041400,"Census Tract 414, Franklin County, Massachusetts",2180,105
1400000US25011041501,"Census Tract 415.01, Franklin County, Massachusetts",3300,132
1400000US25011041502,"Census Tract 415.02, Franklin County, Massachusetts",3432,239
1400000US25013800101,"Census Tract 8001.01, Hampden County, Massachusetts",3705,356
1400000US25013800102,"Census Tract 8001.02, Hampden County, Massachusetts",4079,201
1400000US25013800201,"Census Tract 8002.01, Hampden County, Massachusetts",6203,633
1400000US25013800202,"Census Tract 8002.02, Hampden County, Massachusetts",1405,77
1400000US25013800300,"Census Tract 8003, Hampden County, Massachusetts",4230,466
1400000US25013800400,"Census Tract 8004, Hampden County, Massachusetts",5595,375
1400000US25013800500,"Census Tract 8005, Hampden County, Massachusetts",3706,187
1400000US25013800600,"Census Tract 8006, Hampden County, Massachusetts",2025,42
1400000US25013800700,"Census Tract 8007, Hampden County, Massachusetts",4056,280
1400000US25013800800,"Census Tract 8008, Hampden County, Massachusetts",1932,116
1400000US25013800900,"Census Tract 8009, Hampden County, Massachusetts",4022,296
1400000US25013801101,"Census Tract 8011.01, Hampden County, Massachusetts",1556,81
1400000US25013801102,"Census Tract 8011.02, Hampden County, Massachusetts",1078,56
1400000US25013801200,"Census Tract 8012, Hampden County, Massachusetts",2095,120
1400000US25013801300,"Census Tract 8013, Hampden County, Massachusetts",4821,515
1400000US25013801401,"Census Tract 8014.01, Hampden County, Massachusetts",3474,106
1400000US25013801402,"Census Tract 8014.02, Hampden County, Massachusetts",1858,190
1400000US25013801501,"Census Tract 8015.01, Hampden County, Massachusetts",5099,673
1400000US25013801502,"Census Tract 8015.02, Hampden County, Massachusetts",2992,287
1400000US25013801503,"Census Tract 8015.03, Hampden County, Massachusetts",4123,392
1400000US25013801601,"Census Tract 8016.01, Hampden County, Massachusetts",4538,328
1400000US25013801602,"Census Tract 8016.02, Hampden County, Massachusetts",4581,254
1400000US25013801603,"Census Tract 8016.03, Hampden County, Massachusetts",3458,284
1400000US25013801604,"Census Tract 8016.04, Hampden County, Massachusetts",3557,224
1400000US25013801605,"Census Tract 8016.05, Hampden County, Massachusetts",4550,317
1400000US25013801700,"Census Tract 8017, Hampden County, Massachusetts",7414,273
1400000US25013801800,"Census Tract 8018, Hampden County, Massachusetts",3916,173
1400000US25013801901,"Census Tract 8019.01, Hampden County, Massachusetts",3293,359
1400000US25013801902,"Census Tract 8019.02, Hampden County, Massachusetts",3422,197
1400000US25013802000,"Census Tract 8020, Hampden County, Massachusetts",2729,267
1400000US25013802100,"Census Tract 8021, Hampden County, Massachusetts",5940,637
1400000US25013802200,"Census Tract 8022, Hampden County, Massachusetts",2545,84
1400000US25013802300,"Census Tract 8023, Hampden County, Massachusetts",6482,672
1400000US25013802400,"Census Tract 8024, Hampden County, Massachusetts",3705,199
1400000US25013802500,"Census Tract 8025, Hampden County, Massachusetts",6073,564
1400000US25013802601,"Census Tract 8026.01, Hampden County, Massachusetts",6964,751
1400000US25013802602,"Census Tract 8026.02, Hampden County, Massachusetts",1909,142
1400000US25013810100,"Census Tract 8101, Hampden County, Massachusetts",5913,430
1400000US25013810200,"Census Tract 8102, Hampden County, Massachusetts",2337,129
1400000US25013810300,"Census Tract 8103, Hampden County, Massachusetts",3333,254
1400000US25013810403,"Census Tract 8104.03, Hampden County, Massachusetts",3748,289
1400000US25013810404,"Census Tract 8104.04, Hampden County, Massachusetts",3622,186
1400000US25013810412,"Census Tract 8104.12, Hampden County, Massachusetts",6033,457
1400000US25013810414,"Census Tract 8104.14, Hampden County, Massachusetts",6147,464
1400000US25013810601,"Census Tract 8106.01, Hampden County, Massachusetts",4079,475
1400000US25013810602,"Census Tract 8106.02, Hampden County, Massachusetts",2588,169
1400000US25013810700,"Census Tract 8107, Hampden County, Massachusetts",5996,705
1400000US25013810800,"Census Tract 8108, Hampden County, Massachusetts",3647,174
1400000US25013810901,"Census Tract 8109.01, Hampden County, Massachusetts",1923,235
1400000US25013810902,"Census Tract 8109.02, Hampden County, Massachusetts",3980,160
1400000US25013811000,"Census Tract 8110, Hampden County, Massachusetts",4246,440
1400000US25013811101,"Census Tract 8111.01, Hampden County, Massachusetts",4406,265
1400000US25013811102,"Census Tract 8111.02, Hampden County, Massachusetts",5878,462
1400000US25013811200,"Census Tract 8112, Hampden County, Massachusetts",4446,358
1400000US25013811301,"Census Tract 8113.01, Hampden County, Massachusetts",5820,517
1400000US25013811302,"Census Tract 8113.02, Hampden County, Massachusetts",5353,281
1400000US25013811400,"Census Tract 8114, Hampden County, Massachusetts",2105,68
1400000US25013811500,"Census Tract 8115, Hampden County, Massachusetts",1994,77
1400000US25013811600,"Census Tract 8116, Hampden County, Massachusetts",3611,190
1400000US25013811700,"Census Tract 8117, Hampden County, Massachusetts",2117,72
1400000US25013811800,"Census Tract 8118, Hampden County, Massachusetts",3669,249
1400000US25013811900,"Census Tract 8119, Hampden County, Massachusetts",3500,401
1400000US25013812001,"Census Tract 8120.01, Hampden County, Massachusetts",3020,104
1400000US25013812002,"Census Tract 8120.02, Hampden County, Massachusetts",4109,162
1400000US25013812101,"Census Tract 8121.01, Hampden County, Massachusetts",5023,386
1400000US25013812103,"Census Tract 8121.03, Hampden County, Massachusetts",3308,294
1400000US25013812104,"Census Tract 8121.04, Hampden County, Massachusetts",4068,318
1400000US25013812201,"Census Tract 8122.01, Hampden County, Massachusetts",4328,687
1400000US25013812202,"Census Tract 8122.02, Hampden County, Massachusetts",3634,168
1400000US25013812300,"Census Tract 8123, Hampden County, Massachusetts",4998,366
1400000US25013812401,"Census Tract 8124.01, Hampden County, Massachusetts",6351,515
1400000US25013812403,"Census Tract 8124.03, Hampden County, Massachusetts",3896,308
1400000US25013812404,"Census Tract 8124.04, Hampden County, Massachusetts",3814,453
1400000US25013812500,"Census Tract 8125, Hampden County, Massachusetts",7334,674
1400000US25013812600,"Census Tract 8126, Hampden County, Massachusetts",5967,396
1400000US25013812701,"Census Tract 8127.01, Hampden County, Massachusetts",4164,439
1400000US25013812702,"Census Tract 8127.02, Hampden County, Massachusetts",4665,360
1400000US25013812800,"Census Tract 8128, Hampden County, Massachusetts",6431,741
1400000US25013812901,"Census Tract 8129.01, Hampden County, Massachusetts",3326,132
1400000US25013812902,"Census Tract 8129.02, Hampden County, Massachusetts",4559,366
1400000US25013812903,"Census Tract 8129.03, Hampden County, Massachusetts",2801,46
1400000US25013813000,"Census Tract 8130, Hampden County, Massachusetts",6705,283
1400000US25013813101,"Census Tract 8131.01, Hampden County, Massachusetts",5674,494
1400000US25013813102,"Census Tract 8131.02, Hampden County, Massachusetts",3529,432
1400000US25013813204,"Census Tract 8132.04, Hampden County, Massachusetts",3009,167
1400000US25013813205,"Census Tract 8132.05, Hampden County, Massachusetts",6674,512
1400000US25013813206,"Census Tract 8132.06, Hampden County, Massachusetts",3703,280
1400000US25013813207,"Census Tract 8132.07, Hampden County, Massachusetts",4805,397
1400000US25013813208,"Census Tract 8132.08, Hampden County, Massachusetts",3027,215
1400000US25013813209,"Census Tract 8132.09, Hampden County, Massachusetts",5451,728
1400000US25013813301,"Census Tract 8133.01, Hampden County, Massachusetts",6943,961
1400000US25013813303,"Census Tract 8133.03, Hampden County, Massachusetts",3954,282
1400000US25013813304,"Census Tract 8133.04, Hampden County, Massachusetts",3867,148
1400000US25013813401,"Census Tract 8134.01, Hampden County, Massachusetts",4830,288
1400000US25013813403,"Census Tract 8134.03, Hampden County, Massachusetts",3702,249
1400000US25013813404,"Census Tract 8134.04, Hampden County, Massachusetts",6377,532
1400000US25013813500,"Census Tract 8135, Hampden County, Massachusetts",4863,391
1400000US25013813601,"Census Tract 8136.01, Hampden County, Massachusetts",7865,497
1400000US25013813602,"Census Tract 8136.02, Hampden County, Massachusetts",6046,367
1400000US25013813701,"Census Tract 8137.01, Hampden County, Massachusetts",3359,288
1400000US25013813702,"Census Tract 8137.02, Hampden County, Massachusetts",4905,166
1400000US25013813801,"Census Tract 8138.01, Hampden County, Massachusetts",4427,258
1400000US25013813802,"Census Tract 8138.02, Hampden County, Massachusetts",3458,394
1400000US25015820101,"Census Tract 8201.01, Hampshire County, Massachusetts",5771,584
1400000US25015820102,"Census Tract 8201.02, Hampshire County, Massachusetts",3547,159
1400000US25015820202,"Census Tract 8202.02, Hampshire County, Massachusetts",1230,34
1400000US25015820203,"Census Tract 8202.03, Hampshire County, Massachusetts",7851,482
1400000US25015820204,"Census Tract 8202.04, Hampshire County, Massachusetts",6275,325
1400000US25015820300,"Census Tract 8203, Hampshire County, Massachusetts",6742,575
1400000US25015820400,"Census Tract 8204, Hampshire County, Massachusetts",13198,5738
1400000US25015820500,"Census Tract 8205, Hampshire County, Massachusetts",6063,681
1400000US25015820600,"Census Tract 8206, Hampshire County, Massachusetts",1784,681
1400000US25015820700,"Census Tract 8207, Hampshire County, Massachusetts",4674,365
1400000US25015820801,"Census Tract 8208.01, Hampshire County, Massachusetts",5291,510
1400000US25015820802,"Census Tract 8208.02, Hampshire County, Massachusetts",1153,663
1400000US25015820900,"Census Tract 8209, Hampshire County, Massachusetts",6039,468
1400000US25015821000,"Census Tract 8210, Hampshire County, Massachusetts",3920,295
1400000US25015821100,"Census Tract 8211, Hampshire County, Massachusetts",6724,424
1400000US25015821200,"Census Tract 8212, Hampshire County, Massachusetts",2365,984
1400000US25015821300,"Census Tract 8213, Hampshire County, Massachusetts",3780,494
1400000US25015821400,"Census Tract 8214, Hampshire County, Massachusetts",5127,340
1400000US25015821500,"Census Tract 8215, Hampshire County, Massachusetts",3210,238
1400000US25015821601,"Census Tract 8216.01, Hampshire County, Massachusetts",3059,239
1400000US25015821602,"Census Tract 8216.02, Hampshire County, Massachusetts",3319,173
1400000US25015821700,"Census Tract 8217, Hampshire County, Massachusetts",3145,133
1400000US25015821901,"Census Tract 8219.01, Hampshire County, Massachusetts",3520,365
1400000US25015821903,"Census Tract 8219.03, Hampshire County, Massachusetts",2955,164
1400000US25015821904,"Census Tract 8219.04, Hampshire County, Massachusetts",2520,176
1400000US25015822000,"Census Tract 8220, Hampshire County, Massachusetts",2412,1084
1400000US25015822200,"Census Tract 8222, Hampshire County, Massachusetts",5780,481
1400000US25015822300,"Census Tract 8223, Hampshire County, Massachusetts",4665,64
1400000US25015822401,"Census Tract 8224.01, Hampshire County, Massachusetts",5631,502
1400000US25015822402,"Census Tract 8224.02, Hampshire County, Massachusetts",5011,310
1400000US25015822500,"Census Tract 8225, Hampshire County, Massachusetts",5932,260
1400000US25015822601,"Census Tract 8226.01, Hampshire County, Massachusetts",1942,178
1400000US25015822603,"Census Tract 8226.03, Hampshire County, Massachusetts",1784,81
1400000US25015822605,"Census Tract 8226.05, Hampshire County, Massachusetts",1182,56
1400000US25015822606,"Census Tract 8226.06, Hampshire County, Massachusetts",3389,277
1400000US25015822700,"Census Tract 8227, Hampshire County, Massachusetts",3153,262
1400000US25017300100,"Census Tract 3001, Middlesex County, Massachusetts",3094,229
1400000US25017301101,"Census Tract 3011.01, Middlesex County, Massachusetts",3928,277
1400000US25017301102,"Census Tract 3011.02, Middlesex County, Massachusetts",5056,392
1400000US25017310100,"Census Tract 3101, Middlesex County, Massachusetts",5794,316
1400000US25017310200,"Census Tract 3102, Middlesex County, Massachusetts",6014,204
1400000US25017310300,"Census Tract 3103, Middlesex County, Massachusetts",5881,559
1400000US25017310400,"Census Tract 3104, Middlesex County, Massachusetts",2858,170
1400000US25017310500,"Census Tract 3105, Middlesex County, Massachusetts",3617,522
1400000US25017310601,"Census Tract 3106.01, Middlesex County, Massachusetts",5295,306
1400000US25017310602,"Census Tract 3106.02, Middlesex County, Massachusetts",5057,444
1400000US25017310700,"Census Tract 3107, Middlesex County, Massachusetts",4531,534
1400000US25017311100,"Census Tract 3111, Middlesex County, Massachusetts",2304,182
1400000US25017311200,"Census Tract 3112, Middlesex County, Massachusetts",2711,283
1400000US25017311300,"Census Tract 3113, Middlesex County, Massachusetts",3765,332
1400000US25017311400,"Census Tract 3114, Middlesex County, Massachusetts",5784,239
1400000US25017311500,"Census Tract 3115, Middlesex County, Massachusetts",2705,396
1400000US25017311600,"Census Tract 3116, Middlesex County, Massachusetts",5359,754
1400000US25017311700,"Census Tract 3117, Middlesex County, Massachusetts",4908,672
1400000US25017311800,"Census Tract 3118, Middlesex County, Massachusetts",3352,220
1400000US25017311900,"Census Tract 3119, Middlesex County, Massachusetts",2623,339
1400000US25017312000,"Census Tract 3120, Middlesex County, Massachusetts",2631,268
1400000US25017312100,"Census Tract 3121, Middlesex County, Massachusetts",3093,89
1400000US25017312200,"Census Tract 3122, Middlesex County, Massachusetts",4312,337
1400000US25017312300,"Census Tract 3123, Middlesex County, Massachusetts",4923,313
1400000US25017312400,"Census Tract 3124, Middlesex County, Massachusetts",2096,82
1400000US25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts",4145,438
1400000US25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts",3790,163
1400000US25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts",6273,374
1400000US25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts",5595,468
1400000US25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts",6747,813
1400000US25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts",7385,449
1400000US25017314200,"Census Tract 3142, Middlesex County, Massachusetts",4425,114
1400000US25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts",7837,750
1400000US25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts",3098,340
1400000US25017315100,"Census Tract 3151, Middlesex County, Massachusetts",5516,462
1400000US25017315200,"Census Tract 3152, Middlesex County, Massachusetts",7943,640
1400000US25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts",3550,389
1400000US25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts",3070,164
1400000US25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts",1739,181
1400000US25017315500,"Census Tract 3155, Middlesex County, Massachusetts",7237,650
1400000US25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts",5041,339
1400000US25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts",6345,290
1400000US25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts",4021,213
1400000US25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts",4158,492
1400000US25017316300,"Census Tract 3163, Middlesex County, Massachusetts",8718,790
1400000US25017316400,"Census Tract 3164, Middlesex County, Massachusetts",5881,712
1400000US25017316500,"Census Tract 3165, Middlesex County, Massachusetts",5572,481
1400000US25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",6277,592
1400000US25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",4353,341
1400000US25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",4387,519
1400000US25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",2937,203
1400000US25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",3149,124
1400000US25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",3787,413
1400000US25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts",2613,166
1400000US25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts",5570,431
1400000US25017318100,"Census Tract 3181, Middlesex County, Massachusetts",6639,278
1400000US25017318200,"Census Tract 3182, Middlesex County, Massachusetts",4535,484
1400000US25017318300,"Census Tract 3183, Middlesex County, Massachusetts",7761,658
1400000US25017318400,"Census Tract 3184, Middlesex County, Massachusetts",4267,330
1400000US25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts",5095,283
1400000US25017320103,"Census Tract 3201.03, Middlesex County, Massachusetts",2762,81
1400000US25017320104,"Census Tract 3201.04, Middlesex County, Massachusetts",8672,682
1400000US25017321100,"Census Tract 3211, Middlesex County, Massachusetts",6147,541
1400000US25017321200,"Census Tract 3212, Middlesex County, Massachusetts",6130,267
1400000US25017321300,"Census Tract 3213, Middlesex County, Massachusetts",7721,257
1400000US25017321400,"Census Tract 3214, Middlesex County, Massachusetts",3271,327
1400000US25017321500,"Census Tract 3215, Middlesex County, Massachusetts",5811,353
1400000US25017321600,"Census Tract 3216, Middlesex County, Massachusetts",7856,266
1400000US25017322100,"Census Tract 3221, Middlesex County, Massachusetts",4588,345
1400000US25017322200,"Census Tract 3222, Middlesex County, Massachusetts",3965,249
1400000US25017322300,"Census Tract 3223, Middlesex County, Massachusetts",6039,786
1400000US25017322400,"Census Tract 3224, Middlesex County, Massachusetts",4372,367
1400000US25017323100,"Census Tract 3231, Middlesex County, Massachusetts",6626,657
1400000US25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",5271,517
1400000US25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",4181,272
1400000US25017325100,"Census Tract 3251, Middlesex County, Massachusetts",7347,572
1400000US25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",4289,376
1400000US25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",6481,631
1400000US25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",3686,268
1400000US25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",4198,225
1400000US25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",3492,514
1400000US25017328100,"Census Tract 3281, Middlesex County, Massachusetts",3240,251
1400000US25017330100,"Census Tract 3301, Middlesex County, Massachusetts",8542,626
1400000US25017330200,"Census Tract 3302, Middlesex County, Massachusetts",6234,394
1400000US25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",3045,229
1400000US25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",6734,607
1400000US25017331200,"Census Tract 3312, Middlesex County, Massachusetts",5285,467
1400000US25017331300,"Census Tract 3313, Middlesex County, Massachusetts",6798,497
1400000US25017332100,"Census Tract 3321, Middlesex County, Massachusetts",6164,872
1400000US25017332200,"Census Tract 3322, Middlesex County, Massachusetts",8951,908
1400000US25017332300,"Census Tract 3323, Middlesex County, Massachusetts",7075,591
1400000US25017332400,"Census Tract 3324, Middlesex County, Massachusetts",3858,445
1400000US25017333100,"Census Tract 3331, Middlesex County, Massachusetts",7347,636
1400000US25017333200,"Census Tract 3332, Middlesex County, Massachusetts",4914,482
1400000US25017333300,"Census Tract 3333, Middlesex County, Massachusetts",3347,162
1400000US25017333400,"Census Tract 3334, Middlesex County, Massachusetts",6025,297
1400000US25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",5478,579
1400000US25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",2968,114
1400000US25017333600,"Census Tract 3336, Middlesex County, Massachusetts",7737,604
1400000US25017334100,"Census Tract 3341, Middlesex County, Massachusetts",6189,417
1400000US25017334200,"Census Tract 3342, Middlesex County, Massachusetts",3764,188
1400000US25017334300,"Census Tract 3343, Middlesex County, Massachusetts",7232,707
1400000US25017334400,"Census Tract 3344, Middlesex County, Massachusetts",6084,392
1400000US25017335100,"Census Tract 3351, Middlesex County, Massachusetts",5401,645
1400000US25017335200,"Census Tract 3352, Middlesex County, Massachusetts",6091,455
1400000US25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts",4155,465
1400000US25017335302,"Census Tract 3353.02, Middlesex County, Massachusetts",4729,284
1400000US25017335400,"Census Tract 3354, Middlesex County, Massachusetts",4887,324
1400000US25017336100,"Census Tract 3361, Middlesex County, Massachusetts",5217,308
1400000US25017336200,"Census Tract 3362, Middlesex County, Massachusetts",5541,717
1400000US25017336300,"Census Tract 3363, Middlesex County, Massachusetts",6191,349
1400000US25017336401,"Census Tract 3364.01, Middlesex County, Massachusetts",5050,378
1400000US25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",4225,410
1400000US25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",2919,271
1400000US25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",5150,548
1400000US25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",3072,289
1400000US25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",4961,266
1400000US25017337300,"Census Tract 3373, Middlesex County, Massachusetts",5583,692
1400000US25017338100,"Census Tract 3381, Middlesex County, Massachusetts",3040,265
1400000US25017338200,"Census Tract 3382, Middlesex County, Massachusetts",3543,233
1400000US25017338300,"Census Tract 3383, Middlesex County, Massachusetts",3165,273
1400000US25017338400,"Census Tract 3384, Middlesex County, Massachusetts",5832,620
1400000US25017338500,"Census Tract 3385, Middlesex County, Massachusetts",5501,408
1400000US25017339100,"Census Tract 3391, Middlesex County, Massachusetts",6015,374
1400000US25017339200,"Census Tract 3392, Middlesex County, Massachusetts",5535,699
1400000US25017339300,"Census Tract 3393, Middlesex County, Massachusetts",2400,305
1400000US25017339400,"Census Tract 3394, Middlesex County, Massachusetts",3466,435
1400000US25017339500,"Census Tract 3395, Middlesex County, Massachusetts",5406,1165
1400000US25017339600,"Census Tract 3396, Middlesex County, Massachusetts",5001,509
1400000US25017339700,"Census Tract 3397, Middlesex County, Massachusetts",3677,276
1400000US25017339801,"Census Tract 3398.01, Middlesex County, Massachusetts",4822,200
1400000US25017339802,"Census Tract 3398.02, Middlesex County, Massachusetts",4853,677
1400000US25017339900,"Census Tract 3399, Middlesex County, Massachusetts",4745,391
1400000US25017340000,"Census Tract 3400, Middlesex County, Massachusetts",2233,90
1400000US25017340100,"Census Tract 3401, Middlesex County, Massachusetts",5808,659
1400000US25017341101,"Census Tract 3411.01, Middlesex County, Massachusetts",3716,185
1400000US25017341102,"Census Tract 3411.02, Middlesex County, Massachusetts",4156,418
1400000US25017341200,"Census Tract 3412, Middlesex County, Massachusetts",6638,1020
1400000US25017341300,"Census Tract 3413, Middlesex County, Massachusetts",5381,649
1400000US25017341400,"Census Tract 3414, Middlesex County, Massachusetts",5919,479
1400000US25017341500,"Census Tract 3415, Middlesex County, Massachusetts",4951,348
1400000US25017341600,"Census Tract 3416, Middlesex County, Massachusetts",5721,788
1400000US25017341700,"Census Tract 3417, Middlesex County, Massachusetts",5129,594
1400000US25017341800,"Census Tract 3418, Middlesex County, Massachusetts",5998,246
1400000US25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts",1262,131
1400000US25017341902,"Census Tract 3419.02, Middlesex County, Massachusetts",8356,503
1400000US25017342101,"Census Tract 3421.01, Middlesex County, Massachusetts",4630,661
1400000US25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts",3899,333
1400000US25017342201,"Census Tract 3422.01, Middlesex County, Massachusetts",4703,363
1400000US25017342202,"Census Tract 3422.02, Middlesex County, Massachusetts",3578,641
1400000US25017342300,"Census Tract 3423, Middlesex County, Massachusetts",7370,855
1400000US25017342400,"Census Tract 3424, Middlesex County, Massachusetts",6649,939
1400000US25017342500,"Census Tract 3425, Middlesex County, Massachusetts",8033,420
1400000US25017342600,"Census Tract 3426, Middlesex County, Massachusetts",4392,533
1400000US25017350103,"Census Tract 3501.03, Middlesex County, Massachusetts",2149,264
1400000US25017350104,"Census Tract 3501.04, Middlesex County, Massachusetts",7530,548
1400000US25017350200,"Census Tract 3502, Middlesex County, Massachusetts",6967,342
1400000US25017350300,"Census Tract 3503, Middlesex County, Massachusetts",2586,172
1400000US25017350400,"Census Tract 3504, Middlesex County, Massachusetts",5582,704
1400000US25017350500,"Census Tract 3505, Middlesex County, Massachusetts",1554,123
1400000US25017350600,"Census Tract 3506, Middlesex County, Massachusetts",4904,1162
1400000US25017350700,"Census Tract 3507, Middlesex County, Massachusetts",5479,527
1400000US25017350800,"Census Tract 3508, Middlesex County, Massachusetts",2016,172
1400000US25017350900,"Census Tract 3509, Middlesex County, Massachusetts",3643,259
1400000US25017351000,"Census Tract 3510, Middlesex County, Massachusetts",6589,559
1400000US25017351100,"Census Tract 3511, Middlesex County, Massachusetts",5489,638
1400000US25017351203,"Census Tract 3512.03, Middlesex County, Massachusetts",4285,485
1400000US25017351204,"Census Tract 3512.04, Middlesex County, Massachusetts",4419,373
1400000US25017351300,"Census Tract 3513, Middlesex County, Massachusetts",3948,622
1400000US25017351403,"Census Tract 3514.03, Middlesex County, Massachusetts",4387,423
1400000US25017351404,"Census Tract 3514.04, Middlesex County, Massachusetts",3615,358
1400000US25017351500,"Census Tract 3515, Middlesex County, Massachusetts",2226,162
1400000US25017352101,"Census Tract 3521.01, Middlesex County, Massachusetts",2543,141
1400000US25017352102,"Census Tract 3521.02, Middlesex County, Massachusetts",2417,114
1400000US25017352200,"Census Tract 3522, Middlesex County, Massachusetts",1728,141
1400000US25017352300,"Census Tract 3523, Middlesex County, Massachusetts",4417,319
1400000US25017352400,"Census Tract 3524, Middlesex County, Massachusetts",1883,126
1400000US25017352500,"Census Tract 3525, Middlesex County, Massachusetts",2736,236
1400000US25017352600,"Census Tract 3526, Middlesex County, Massachusetts",2732,317
1400000US25017352700,"Census Tract 3527, Middlesex County, Massachusetts",2084,288
1400000US25017352800,"Census Tract 3528, Middlesex County, Massachusetts",2245,291
1400000US25017352900,"Census Tract 3529, Middlesex County, Massachusetts",2757,210
1400000US25017353000,"Census Tract 3530, Middlesex County, Massachusetts",3648,213
1400000US25017353101,"Census Tract 3531.01, Middlesex County, Massachusetts",2573,424
1400000US25017353102,"Census Tract 3531.02, Middlesex County, Massachusetts",4868,1821
1400000US25017353200,"Census Tract 3532, Middlesex County, Massachusetts",5103,839
1400000US25017353300,"Census Tract 3533, Middlesex County, Massachusetts",4148,131
1400000US25017353400,"Census Tract 3534, Middlesex County, Massachusetts",3064,167
1400000US25017353500,"Census Tract 3535, Middlesex County, Massachusetts",2696,206
1400000US25017353600,"Census Tract 3536, Middlesex County, Massachusetts",4762,807
